CUSTOMER_ID,NAME,CITY,SIGNUP_DATE,TARIFF_ID
7086,Süleyman,GİRESUN,03/04/2026,1
7087,Kadir,YALOVA,06/09/2025,3
7088,Yasin,BURDUR,27/03/2026,1
7089,Yasemin,GİRESUN,03/01/2026,3
7090,Yasemin,ÇANAKKALE,28/01/2026,1
7091,Ramazan,ZONGULDAK,12/09/2025,3
7092,Zehra,KARAMAN,30/01/2026,3
7093,Havva,ÇANAKKALE,25/05/2025,3
7094,Rabia,ORDU,16/09/2025,1
7095,Hasan,KIRIKKALE,27/04/2025,1
7096,Dilek,HAKKARİ,15/11/2025,4
7097,Yusuf,AKSARAY,06/08/2025,3
7098,Ahmet,ARTVİN,05/06/2025,2
7099,Rabia,ŞIRNAK,18/02/2026,1
7100,Murat,ORDU,26/07/2025,2
7101,Adem,GAZİANTEP,20/05/2025,4
7102,Mustafa,OSMANİYE,27/12/2025,4
7103,Serkan,MUŞ,22/05/2025,1
7104,Osman,BİLECİK,14/07/2025,1
7105,Fatma,BOLU,04/10/2025,3
7106,Metin,SAKARYA,18/05/2025,4
7107,Kübra,ISPARTA,04/06/2025,2
7108,Zeynep,TOKAT,06/09/2025,3
7109,Hatice,İSTANBUL,01/04/2026,4
7110,Ramazan,KAHRAMANMARAŞ,20/09/2025,4
7111,Süleyman,KARAMAN,08/08/2025,3
7112,Yusuf,KARAMAN,02/06/2025,2
7113,Serkan,YOZGAT,12/01/2026,4
7114,Osman,YALOVA,30/09/2025,2
7115,Enes,BURSA,21/07/2025,3
7116,Mustafa,HATAY,11/04/2025,3
7117,Melek,KOCAELİ,01/11/2025,4
7118,Hacer,KOCAELİ,28/06/2025,2
7119,Hacer,BİLECİK,02/03/2026,4
7120,Meryem,MANİSA,05/02/2026,1
7121,Ahmet,KONYA,15/04/2025,2
7122,Ömer,IĞDIR,20/09/2025,3
7123,Melek,İZMİR,12/08/2025,1
7124,Sevim,BİLECİK,15/04/2025,4
7125,Hülya,ZONGULDAK,25/10/2025,4
7126,Burak,SİVAS,16/07/2025,4
7127,Ali,KIRIKKALE,10/07/2025,2
7128,Fatih,KAYSERİ,22/03/2026,3
7129,Kübra,ERZURUM,22/10/2025,4
7130,Ayşegül,İSTANBUL,26/11/2025,2
7131,Songül,RİZE,26/07/2025,2
7132,Ayşe,TUNCELİ,21/01/2026,1
7133,Zehra,DÜZCE,26/11/2025,1
7134,Emre,ÇORUM,24/08/2025,3
7135,Mehmet,SAKARYA,13/04/2025,3
7136,Ayşe,KASTAMONU,15/05/2025,2
7137,Metin,ŞIRNAK,31/01/2026,2
7138,Hacer,BİNGÖL,06/11/2025,4
7139,Abdullah,MUŞ,05/10/2025,1
7140,Havva,BİLECİK,06/05/2025,2
7141,Tuğba,VAN,08/04/2025,4
7142,Ali,MARDİN,03/03/2026,2
7143,Hülya,HATAY,09/06/2025,2
7144,Emine,HATAY,07/07/2025,3
7145,Murat,AKSARAY,16/08/2025,2
7146,Melek,EDİRNE,13/05/2025,2
7147,Ayşegül,ESKİŞEHİR,25/02/2026,1
7148,Kübra,ESKİŞEHİR,10/02/2026,4
7149,Kübra,ERZURUM,22/06/2025,1
7150,Hasan,BARTIN,21/07/2025,3
7151,Yusuf,KÜTAHYA,17/02/2026,4
7152,Murat,KARABÜK,06/05/2025,4
7153,Sultan,SİVAS,30/10/2025,4
7154,Metin,SAMSUN,10/07/2025,4
7155,Yağmur,ÇANKIRI,24/05/2025,1
7156,Süleyman,MERSİN,05/04/2026,4
7157,Yasemin,BALIKESİR,19/09/2025,4
7158,Tuğba,ŞANLIURFA,03/07/2025,1
7159,Emine,OSMANİYE,26/04/2025,3
7160,Yağmur,HAKKARİ,10/07/2025,3
7161,Abdullah,ÇORUM,27/07/2025,2
7162,Muhammed,KARAMAN,11/02/2026,3
7163,Havva,MERSİN,06/10/2025,4
7164,Mahmut,KAYSERİ,07/09/2025,2
7165,Emre,ŞANLIURFA,03/07/2025,2
7166,Fatih,DÜZCE,05/01/2026,1
7167,Recep,ORDU,16/11/2025,2
7168,Merve,BİNGÖL,26/10/2025,3
7169,Ramazan,BATMAN,02/11/2025,4
7170,Merve,İSTANBUL,15/04/2025,1
7171,Osman,SAMSUN,12/09/2025,3
7172,Serkan,TOKAT,16/06/2025,3
7173,Elif,SAMSUN,08/02/2026,4
7174,Hakan,DÜZCE,13/05/2025,3
7175,Fatma,ADANA,02/12/2025,3
7176,Emine,BOLU,10/11/2025,1
7177,Fatih,AYDIN,11/05/2025,4
7178,Mehmet,IĞDIR,27/01/2026,1
7179,Hatice,BARTIN,14/02/2026,4
7180,Zehra,KASTAMONU,23/05/2025,1
7181,Hasan,SAKARYA,11/10/2025,3
7182,Rabia,KARAMAN,18/08/2025,3
7183,Osman,KARAMAN,22/05/2025,1
7184,Serkan,ORDU,25/03/2026,4
7185,Hakan,MALATYA,17/06/2025,2
7186,Ali,ESKİŞEHİR,01/08/2025,4
7187,Mahmut,GÜMÜŞHANE,01/03/2026,3
7188,Yasemin,BARTIN,05/09/2025,3
7189,Yasin,MUŞ,21/01/2026,2
7190,Özlem,ÇANKIRI,19/11/2025,1
7191,Sevim,AKSARAY,26/06/2025,4
7192,Enes,İZMİR,03/07/2025,4
7193,Burak,ISPARTA,18/02/2026,4
7194,Hülya,AKSARAY,10/10/2025,2
7195,Sevim,DİYARBAKIR,12/08/2025,4
7196,Songül,BOLU,02/08/2025,3
7197,Adem,EDİRNE,05/07/2025,3
7198,Fatih,ŞANLIURFA,24/02/2026,2
7199,Esra,ŞANLIURFA,27/08/2025,4
7200,Dilek,MANİSA,07/01/2026,1
7201,Halil,MANİSA,23/08/2025,2
7202,Esra,SİİRT,06/11/2025,2
7203,Meryem,BALIKESİR,21/07/2025,4
6889,Hakan,TRABZON,08/08/2025,4
6890,Leyla,NİĞDE,06/02/2026,2
6891,Enes,ŞANLIURFA,15/09/2025,2
6892,Rabia,MUĞLA,27/01/2026,4
6893,Hatice,ADIYAMAN,06/03/2026,2
6894,Büşra,MALATYA,03/06/2025,3
6895,Hasan,DİYARBAKIR,28/04/2025,4
6896,Burak,SİVAS,12/09/2025,4
6897,Zehra,MUĞLA,18/10/2025,3
6898,Fatih,BARTIN,23/11/2025,1
6899,Yağmur,BOLU,05/10/2025,3
6900,Zehra,BURDUR,05/04/2026,3
6901,Ahmet,DENİZLİ,06/12/2025,4
6902,Rabia,DENİZLİ,20/05/2025,3
6903,Mustafa,AMASYA,16/08/2025,1
6904,Abdullah,IĞDIR,23/12/2025,2
6905,Hasan,HATAY,20/10/2025,3
6906,Recep,ERZURUM,23/09/2025,2
6907,Fatma,KAYSERİ,14/11/2025,1
6908,Meryem,KAHRAMANMARAŞ,03/02/2026,2
6909,Emre,KIRŞEHİR,15/10/2025,1
6910,Melek,ARTVİN,31/05/2025,1
6911,Sultan,İZMİR,19/11/2025,1
6912,Ahmet,ESKİŞEHİR,10/04/2025,2
6913,Ayşe,YALOVA,05/11/2025,1
6914,Sevim,MERSİN,26/04/2025,3
6915,İsmail,İSTANBUL,16/03/2026,4
6916,Özlem,ŞIRNAK,07/04/2025,2
6917,Melek,DİYARBAKIR,02/07/2025,4
6918,Murat,KİLİS,16/08/2025,4
6919,Abdullah,MALATYA,01/11/2025,4
6920,Songül,ŞANLIURFA,30/05/2025,2
6921,Enes,ISPARTA,27/05/2025,4
6922,Ayşegül,SİVAS,21/11/2025,1
6923,Meryem,KONYA,17/09/2025,4
6924,Halil,ÇANKIRI,27/01/2026,3
6925,Ahmet,AFYONKARAHİSAR,17/09/2025,1
6926,Abdullah,GAZİANTEP,23/05/2025,3
6927,Aynur,MALATYA,30/05/2025,3
6928,İsmail,AĞRI,17/09/2025,4
6929,Abdullah,TRABZON,13/11/2025,2
6930,Mehmet,SİNOP,18/03/2026,2
6931,Sultan,SAMSUN,03/03/2026,2
6932,Yasin,SİNOP,28/05/2025,3
6933,Hakan,DÜZCE,16/01/2026,2
6934,Süleyman,ÇANAKKALE,05/04/2026,1
6935,Mustafa,KARABÜK,20/10/2025,3
6936,Murat,NİĞDE,09/08/2025,1
6937,Abdullah,GAZİANTEP,15/08/2025,2
6938,Hülya,ERZURUM,28/07/2025,3
6939,Abdullah,AĞRI,12/09/2025,3
6940,Furkan,BATMAN,25/05/2025,3
6941,Sultan,ELAZIĞ,05/08/2025,3
6942,Ali,OSMANİYE,24/01/2026,3
6943,Halil,KONYA,28/10/2025,1
6944,Mustafa,TEKİRDAĞ,13/03/2026,1
6945,Mehmet,ERZİNCAN,12/12/2025,3
6946,Murat,NİĞDE,07/01/2026,1
6947,Ahmet,DENİZLİ,14/05/2025,1
6948,Büşra,MUŞ,09/07/2025,1
6949,Elif,KAHRAMANMARAŞ,28/12/2025,2
6950,Zehra,KAYSERİ,07/11/2025,3
6951,Burak,UŞAK,24/01/2026,4
6952,Yusuf,VAN,02/03/2026,1
6953,Melek,YALOVA,28/12/2025,3
6954,Abdullah,BOLU,12/04/2025,2
6955,Melek,SİVAS,25/08/2025,2
6956,Kübra,ARTVİN,26/12/2025,4
6957,Fatih,BİTLİS,12/06/2025,1
6958,Yağmur,KIRKLARELİ,17/06/2025,3
6959,Osman,TRABZON,30/10/2025,2
6960,Fatih,KIRŞEHİR,18/07/2025,3
6961,Fadime,KARAMAN,07/10/2025,4
6962,Büşra,RİZE,15/08/2025,2
6963,Süleyman,VAN,24/09/2025,4
6964,Meryem,KIRKLARELİ,28/08/2025,3
6965,Emine,MARDİN,14/10/2025,4
6966,Songül,İZMİR,30/11/2025,3
6967,Dilek,KASTAMONU,14/11/2025,3
6968,Recep,ARTVİN,08/01/2026,2
6969,Enes,GÜMÜŞHANE,22/05/2025,3
6970,Leyla,YALOVA,24/10/2025,4
6971,Merve,ORDU,05/02/2026,4
6972,Hülya,VAN,15/06/2025,3
6973,Hülya,BOLU,20/01/2026,1
6974,Yağmur,BİLECİK,26/10/2025,3
6975,Büşra,KIRKLARELİ,25/02/2026,3
6976,Büşra,MANİSA,01/11/2025,1
6977,Fatma,KÜTAHYA,12/04/2025,4
6978,Hülya,KIRŞEHİR,22/07/2025,3
6979,Melek,TRABZON,07/11/2025,2
6980,Süleyman,SİVAS,06/05/2025,3
6981,Fatma,BAYBURT,30/05/2025,2
6982,Ayşe,ADANA,11/03/2026,4
6983,Recep,AĞRI,04/12/2025,4
6984,Halil,KIRŞEHİR,24/01/2026,1
6985,Hüseyin,BİTLİS,12/07/2025,4
6986,Ahmet,BALIKESİR,25/04/2025,4
6987,Ali,GAZİANTEP,22/06/2025,3
6988,Osman,GÜMÜŞHANE,13/12/2025,1
6989,Fatma,SAKARYA,19/06/2025,1
6990,Adem,ÇORUM,29/07/2025,2
6991,Kübra,AYDIN,30/03/2026,4
6992,Süleyman,NİĞDE,15/08/2025,1
6993,Dilek,SİVAS,27/04/2025,3
6994,Hülya,BOLU,29/07/2025,2
6995,Mehmet,ÇANKIRI,31/07/2025,4
6996,Süleyman,SİVAS,15/02/2026,4
6997,Mehmet,ADIYAMAN,16/01/2026,1
6998,Ayşe,SİİRT,23/11/2025,3
6999,Ayşe,HATAY,15/07/2025,1
7000,Enes,KİLİS,15/07/2025,4
7001,Murat,DÜZCE,27/11/2025,3
7002,Muhammed,AKSARAY,02/08/2025,4
7003,Hatice,SİVAS,05/05/2025,4
7004,Aynur,UŞAK,06/05/2025,3
7005,Aysel,MUĞLA,02/11/2025,3
7006,Hakan,GAZİANTEP,02/05/2025,2
7007,Ömer,MARDİN,09/10/2025,3
7008,Leyla,TRABZON,30/12/2025,2
7009,Süleyman,GAZİANTEP,09/01/2026,2
7010,Emine,AMASYA,17/12/2025,2
7011,Adem,SİNOP,30/11/2025,1
7012,Ömer,KAYSERİ,24/07/2025,1
7013,Büşra,MANİSA,27/09/2025,2
7014,Ayşe,ÇANAKKALE,03/10/2025,2
7015,Merve,TEKİRDAĞ,02/10/2025,4
7016,Aysel,KIRIKKALE,14/03/2026,4
7017,Murat,TOKAT,22/07/2025,4
7018,Yasin,KIRIKKALE,08/03/2026,4
7019,Emine,SİNOP,14/05/2025,1
7020,Ayşegül,MUŞ,23/12/2025,4
7021,Büşra,GÜMÜŞHANE,24/03/2026,2
7022,Recep,ARDAHAN,10/10/2025,3
7023,Ömer,ŞIRNAK,30/10/2025,4
7024,Ayşe,KARAMAN,17/08/2025,4
7025,Fadime,YOZGAT,01/04/2026,1
7026,Abdullah,KASTAMONU,30/10/2025,2
7027,Osman,YALOVA,01/04/2026,4
7028,Halil,KÜTAHYA,06/07/2025,2
7029,Serkan,BİLECİK,03/06/2025,3
7030,İsmail,ORDU,23/08/2025,1
7031,Zeynep,ISPARTA,19/06/2025,1
7032,Songül,BATMAN,26/09/2025,2
7033,Kadir,SAKARYA,07/04/2025,3
7034,Yusuf,İZMİR,03/01/2026,1
7035,Meryem,BAYBURT,09/02/2026,2
7036,Songül,KİLİS,28/09/2025,4
7037,İsmail,HATAY,03/11/2025,3
7038,Hasan,GÜMÜŞHANE,03/12/2025,1
7039,Ömer,ÇORUM,14/03/2026,2
7040,Fadime,ADIYAMAN,18/03/2026,2
7041,Mustafa,YOZGAT,08/11/2025,4
7042,Fatih,ÇANKIRI,16/04/2025,3
7043,Recep,KAYSERİ,03/03/2026,1
7044,Yağmur,GİRESUN,29/10/2025,4
6733,Aynur,KIRKLARELİ,11/06/2025,4
6734,Meryem,SİİRT,19/01/2026,2
6735,Adem,SİNOP,06/06/2025,2
6736,Songül,İZMİR,11/11/2025,3
6737,Hatice,MUĞLA,16/05/2025,2
6738,Ayşe,KOCAELİ,11/03/2026,1
6739,Osman,ÇORUM,15/08/2025,1
6740,Halil,ADIYAMAN,20/10/2025,3
6741,Halil,KÜTAHYA,19/02/2026,3
6742,Zeynep,BALIKESİR,23/10/2025,1
6743,Melek,OSMANİYE,02/10/2025,1
6744,Burak,MERSİN,05/11/2025,1
6745,Yağmur,BİLECİK,12/08/2025,3
6746,Murat,ANTALYA,08/01/2026,3
6747,Osman,YALOVA,04/06/2025,1
6748,Ömer,KARAMAN,12/08/2025,4
6749,Hülya,ARDAHAN,20/05/2025,3
6750,Kadir,NEVŞEHİR,27/06/2025,2
6751,Rabia,ANKARA,02/08/2025,2
6752,Aysel,KIRŞEHİR,25/03/2026,3
6753,Emine,TEKİRDAĞ,24/11/2025,4
6754,Ahmet,GÜMÜŞHANE,11/09/2025,3
6755,İbrahim,ADIYAMAN,21/11/2025,1
6756,Ayşegül,MARDİN,06/06/2025,1
6757,Mahmut,HATAY,20/03/2026,1
6758,Fadime,DENİZLİ,06/07/2025,2
6759,Emine,KAYSERİ,18/08/2025,2
6760,İbrahim,IĞDIR,14/03/2026,3
6761,Havva,DENİZLİ,06/07/2025,1
6762,Rabia,KONYA,22/03/2026,4
6763,Fadime,KIRŞEHİR,28/02/2026,4
6764,Leyla,BATMAN,21/11/2025,2
6765,Osman,IĞDIR,29/12/2025,4
6766,Recep,HATAY,27/10/2025,4
6767,Ayşegül,ANKARA,11/03/2026,1
6768,Zehra,KAHRAMANMARAŞ,17/10/2025,1
6769,Özlem,SİNOP,07/09/2025,2
6770,Mahmut,HAKKARİ,24/02/2026,1
6771,Emine,RİZE,01/07/2025,4
6772,Ahmet,VAN,16/04/2025,3
6773,İsmail,AĞRI,17/12/2025,1
6774,Zehra,DENİZLİ,17/12/2025,2
6775,Fatih,ESKİŞEHİR,08/01/2026,1
6776,Tuğba,SİİRT,20/11/2025,1
6777,Ramazan,KARS,12/10/2025,2
6778,Sevim,ARDAHAN,27/06/2025,1
6779,Meryem,BURDUR,02/07/2025,3
6780,İbrahim,BİTLİS,02/01/2026,2
6781,Ayşe,SİNOP,04/05/2025,4
6782,Zehra,BAYBURT,16/10/2025,1
6783,Ayşegül,BİLECİK,28/10/2025,3
6784,Halil,İSTANBUL,14/02/2026,4
6785,Ayşegül,HAKKARİ,16/04/2025,2
6786,Elif,ERZİNCAN,01/02/2026,3
6787,Hakan,EDİRNE,17/01/2026,1
6788,Metin,DİYARBAKIR,02/12/2025,1
6789,Mustafa,BİTLİS,27/08/2025,2
6790,Burak,MUŞ,05/12/2025,4
6791,Ayşe,VAN,19/10/2025,4
6792,Burak,DİYARBAKIR,19/01/2026,3
6793,Ahmet,AMASYA,06/09/2025,4
6794,Furkan,OSMANİYE,13/12/2025,1
6795,Hatice,ISPARTA,26/01/2026,4
6796,Ayşegül,KÜTAHYA,29/05/2025,1
6797,Ayşegül,TRABZON,05/07/2025,1
6798,Melek,ORDU,16/04/2025,3
6799,Kadir,GAZİANTEP,22/08/2025,3
6800,Enes,HAKKARİ,18/05/2025,2
6801,Enes,KONYA,26/07/2025,1
6802,Enes,DENİZLİ,06/01/2026,1
6803,Yağmur,ARDAHAN,15/03/2026,2
6804,Hülya,HATAY,16/02/2026,3
6805,Fatma,GİRESUN,30/03/2026,2
6806,Dilek,BURSA,10/05/2025,1
6807,Fadime,ARDAHAN,30/05/2025,1
6808,Serkan,ARDAHAN,21/09/2025,1
6809,Zeynep,MUĞLA,30/06/2025,3
6810,Özlem,SİVAS,30/03/2026,2
6811,Kübra,DÜZCE,10/10/2025,3
6812,Süleyman,ARTVİN,29/01/2026,4
6813,Halil,KÜTAHYA,14/04/2025,3
6814,Ahmet,VAN,22/04/2025,4
6815,Osman,BOLU,21/08/2025,1
6816,Dilek,OSMANİYE,26/07/2025,2
6817,Zehra,SİNOP,14/01/2026,2
6818,Havva,BURSA,26/10/2025,2
6819,Yasin,BAYBURT,18/06/2025,3
6820,Zehra,BATMAN,13/08/2025,4
6821,Osman,KASTAMONU,14/04/2025,3
6822,Meryem,SAMSUN,07/08/2025,4
6823,Hakan,ERZURUM,08/02/2026,1
6824,Rabia,GAZİANTEP,22/03/2026,1
6825,Hülya,BİNGÖL,04/04/2026,1
6826,Ayşe,IĞDIR,21/09/2025,3
6827,Metin,SAKARYA,04/05/2025,3
6828,Özlem,ADIYAMAN,02/06/2025,3
6829,Meryem,MALATYA,25/04/2025,1
6830,Burak,MARDİN,05/07/2025,2
6831,Sevim,ANKARA,22/01/2026,4
6832,Mehmet,ERZİNCAN,15/01/2026,4
6833,Recep,AFYONKARAHİSAR,17/02/2026,2
6834,Merve,TRABZON,02/08/2025,2
6835,Fatih,BAYBURT,28/10/2025,3
6836,Yasemin,ÇANAKKALE,06/08/2025,1
6837,Kübra,KAHRAMANMARAŞ,27/08/2025,2
6838,Melek,ISPARTA,03/11/2025,3
6839,Leyla,İSTANBUL,08/11/2025,1
6840,Sevim,NEVŞEHİR,03/03/2026,2
6841,Burak,KONYA,03/01/2026,3
6842,Hakan,MANİSA,09/02/2026,2
6843,Yasemin,ARDAHAN,23/05/2025,3
6844,Özlem,YOZGAT,25/10/2025,4
6845,İbrahim,KIRKLARELİ,24/08/2025,2
6846,Osman,KARABÜK,01/06/2025,4
6847,Kübra,KASTAMONU,11/05/2025,2
6848,Özlem,İSTANBUL,01/02/2026,1
6849,İsmail,KARABÜK,12/03/2026,1
6850,İbrahim,NEVŞEHİR,22/12/2025,2
6851,Burak,MUĞLA,06/09/2025,2
6852,Yasin,ÇANAKKALE,12/03/2026,3
6853,Aynur,ANKARA,23/01/2026,3
6854,Yağmur,KARABÜK,23/03/2026,1
6855,Rabia,BOLU,17/04/2025,3
6856,Yasemin,KARAMAN,02/12/2025,1
6857,Zehra,DÜZCE,27/04/2025,4
6858,Fatih,HATAY,19/06/2025,3
6859,Yağmur,AĞRI,06/01/2026,2
6860,Leyla,DİYARBAKIR,24/08/2025,3
6861,Meryem,SAMSUN,29/05/2025,4
6862,Rabia,IĞDIR,31/07/2025,4
6863,Mustafa,İSTANBUL,09/09/2025,3
6864,Merve,KÜTAHYA,24/05/2025,3
6865,Rabia,KONYA,31/10/2025,3
6866,Yusuf,BAYBURT,15/06/2025,2
6867,Yasin,KIRŞEHİR,15/06/2025,1
6868,Yusuf,KIRKLARELİ,12/10/2025,3
6869,Fatma,ZONGULDAK,26/02/2026,1
6870,Halil,KAYSERİ,02/08/2025,2
6871,Ayşe,BURSA,07/06/2025,1
6872,Kadir,MUŞ,10/07/2025,4
6873,Melek,KONYA,13/01/2026,3
6874,Recep,ANTALYA,27/01/2026,2
6875,Songül,ŞANLIURFA,09/09/2025,2
6876,Meryem,KIRŞEHİR,29/01/2026,3
6877,Murat,UŞAK,07/01/2026,3
6878,Havva,ADIYAMAN,15/01/2026,1
6879,Hakan,TOKAT,16/01/2026,3
6880,Elif,MANİSA,03/12/2025,4
6881,Fatih,BİNGÖL,06/03/2026,4
6882,Emre,BURDUR,12/03/2026,4
6883,Osman,GAZİANTEP,30/12/2025,1
6884,Hakan,KIRIKKALE,25/07/2025,2
6885,Enes,SİİRT,11/01/2026,2
6886,Fatih,ZONGULDAK,20/08/2025,2
6887,Meryem,GÜMÜŞHANE,16/09/2025,1
6888,Aynur,ARTVİN,07/10/2025,3
6577,Zehra,ADANA,15/06/2025,3
6578,Özlem,ARDAHAN,01/07/2025,1
6579,Yusuf,AĞRI,24/06/2025,4
6580,Murat,ÇORUM,07/10/2025,2
6581,Özlem,ANKARA,03/05/2025,4
6582,Yağmur,TUNCELİ,16/12/2025,2
6583,Melek,SAMSUN,12/09/2025,3
6584,Emre,SAKARYA,12/11/2025,1
6585,Enes,BAYBURT,27/10/2025,4
6586,Mehmet,IĞDIR,06/12/2025,4
6587,Rabia,AĞRI,23/03/2026,1
6588,Osman,BALIKESİR,27/02/2026,1
6589,Mehmet,BİNGÖL,24/05/2025,1
6590,Ahmet,TEKİRDAĞ,13/10/2025,3
6591,Elif,HAKKARİ,04/01/2026,3
6592,Zeynep,KARAMAN,09/02/2026,4
6593,Furkan,BİNGÖL,04/03/2026,2
6594,Sultan,TRABZON,29/04/2025,3
6595,Kadir,BARTIN,09/09/2025,2
6596,Aysel,KIRŞEHİR,10/05/2025,2
6597,Adem,ANTALYA,25/11/2025,3
6598,Sultan,NEVŞEHİR,14/03/2026,1
6599,Rabia,GÜMÜŞHANE,10/10/2025,4
6600,Mehmet,BURDUR,04/09/2025,1
6601,Fadime,HATAY,16/12/2025,1
6602,Ramazan,ELAZIĞ,15/10/2025,2
6603,Hatice,BURDUR,17/08/2025,2
6604,Leyla,KONYA,26/04/2025,2
6605,Abdullah,DİYARBAKIR,13/11/2025,2
6606,Ayşegül,ERZİNCAN,12/12/2025,3
6607,Melek,VAN,18/11/2025,1
6608,Emine,ARDAHAN,29/01/2026,3
6609,Fatih,BALIKESİR,11/11/2025,2
6610,Ahmet,SİVAS,19/07/2025,4
6611,Büşra,GİRESUN,22/10/2025,4
6612,Enes,ANKARA,15/03/2026,1
6613,Abdullah,KIRIKKALE,02/10/2025,3
6614,Büşra,İSTANBUL,06/07/2025,2
6615,Recep,KARAMAN,24/01/2026,1
6616,Burak,İZMİR,27/06/2025,2
6617,Elif,SİVAS,06/03/2026,3
6618,Sultan,HATAY,15/09/2025,2
6619,Rabia,ZONGULDAK,09/08/2025,2
6620,Hakan,AMASYA,06/12/2025,2
6621,Kübra,KÜTAHYA,22/03/2026,3
6622,Elif,HAKKARİ,18/07/2025,2
6623,Murat,TUNCELİ,12/05/2025,1
6624,Meryem,TRABZON,09/07/2025,1
6625,Esra,SAMSUN,23/11/2025,2
6626,Mustafa,ADIYAMAN,03/11/2025,3
6627,Metin,ANTALYA,01/01/2026,3
6628,Murat,SİVAS,29/07/2025,2
6629,Muhammed,SAKARYA,19/05/2025,3
6630,Büşra,ŞIRNAK,03/06/2025,4
6631,Fatma,ARTVİN,05/03/2026,3
6632,Kübra,AFYONKARAHİSAR,20/02/2026,2
6633,Enes,AMASYA,07/11/2025,2
6634,Yağmur,MUĞLA,09/01/2026,2
6635,Fadime,TUNCELİ,04/01/2026,1
6636,Esra,BARTIN,14/09/2025,2
6637,Emre,ADANA,09/04/2025,1
6638,Yasemin,KARAMAN,14/03/2026,4
6639,Ramazan,AFYONKARAHİSAR,19/09/2025,3
6640,Yasemin,KIRKLARELİ,18/10/2025,4
6641,Melek,MANİSA,22/12/2025,4
6642,Mustafa,ZONGULDAK,16/05/2025,3
6643,Recep,ADIYAMAN,27/05/2025,3
6644,Enes,IĞDIR,03/05/2025,1
6645,Songül,ELAZIĞ,20/05/2025,1
6646,İbrahim,HAKKARİ,13/11/2025,1
6647,Yağmur,DÜZCE,15/09/2025,1
6648,Songül,BİTLİS,19/03/2026,1
6649,Kübra,ORDU,17/06/2025,4
6650,Hasan,BURSA,18/05/2025,3
6651,Sevim,İSTANBUL,19/12/2025,4
6652,Ahmet,TUNCELİ,16/12/2025,4
6653,Emre,BİLECİK,07/03/2026,2
6654,Fatma,ANKARA,07/09/2025,2
6655,Süleyman,MARDİN,01/01/2026,4
6656,Murat,DÜZCE,25/06/2025,4
6657,Meryem,ŞANLIURFA,05/06/2025,3
6658,Melek,KAHRAMANMARAŞ,14/12/2025,2
6659,Hakan,KIRŞEHİR,04/07/2025,1
6660,Hatice,ANKARA,16/12/2025,1
6661,İsmail,AMASYA,09/07/2025,1
6662,Kübra,İZMİR,19/01/2026,3
6663,Enes,TUNCELİ,03/12/2025,1
6664,Esra,MALATYA,25/03/2026,1
6665,İbrahim,BATMAN,29/07/2025,1
6666,Recep,YALOVA,05/09/2025,3
6667,Yasin,KONYA,09/01/2026,2
6668,Fatma,DÜZCE,10/07/2025,4
6669,Serkan,ÇANAKKALE,07/08/2025,4
6670,Muhammed,BİTLİS,14/05/2025,4
6671,İsmail,İSTANBUL,12/12/2025,2
6672,Esra,KIRŞEHİR,05/01/2026,3
6673,Emine,MANİSA,18/04/2025,4
6674,Meryem,OSMANİYE,19/08/2025,4
6675,Yağmur,ÇORUM,11/06/2025,1
6676,Fatih,ADANA,03/05/2025,3
6677,Emre,AĞRI,11/04/2025,4
6678,Ayşe,ANKARA,12/11/2025,4
6679,Esra,AMASYA,20/07/2025,4
6680,Aynur,TEKİRDAĞ,18/11/2025,4
6681,Hasan,KİLİS,06/08/2025,3
6682,Ömer,BİTLİS,28/04/2025,1
6683,Özlem,KOCAELİ,02/09/2025,4
6684,Fadime,ERZİNCAN,30/09/2025,2
6685,Serkan,ORDU,25/07/2025,1
6686,Emre,BURSA,22/12/2025,3
6687,Ayşe,ORDU,22/09/2025,4
6688,Burak,ORDU,11/04/2025,1
6689,Hasan,AMASYA,24/12/2025,3
6690,Hacer,ERZİNCAN,19/12/2025,4
6691,Rabia,ISPARTA,02/12/2025,1
6692,Hülya,MANİSA,06/01/2026,3
6693,Süleyman,KASTAMONU,25/01/2026,2
6694,Kadir,UŞAK,12/02/2026,4
6695,Osman,ÇANAKKALE,06/01/2026,2
6696,Dilek,BİLECİK,10/10/2025,1
6697,Osman,DENİZLİ,01/08/2025,2
6698,Leyla,DÜZCE,06/11/2025,2
6699,Furkan,ARDAHAN,06/12/2025,3
6700,Halil,İSTANBUL,28/06/2025,2
6701,Hacer,AMASYA,03/03/2026,2
6702,Burak,KÜTAHYA,20/01/2026,1
6703,Fadime,MARDİN,08/05/2025,3
6704,Merve,ÇANAKKALE,05/05/2025,4
6705,Özlem,KİLİS,04/12/2025,1
6706,Emre,VAN,17/07/2025,3
6707,Yusuf,MARDİN,02/12/2025,2
6708,Ayşe,BALIKESİR,14/04/2025,4
6709,Leyla,GÜMÜŞHANE,24/12/2025,3
6710,Dilek,DÜZCE,09/08/2025,3
6711,Osman,KÜTAHYA,19/04/2025,2
6712,Murat,DÜZCE,06/07/2025,4
6713,Yusuf,BURDUR,05/01/2026,2
6714,Fadime,KIRŞEHİR,29/09/2025,1
6715,Emre,KAYSERİ,10/12/2025,2
6716,Kübra,AMASYA,27/01/2026,1
6717,Recep,BURDUR,18/07/2025,4
6718,Murat,ANTALYA,07/03/2026,1
6719,Yasin,BALIKESİR,11/08/2025,4
